南部,中部,北部,東部,離島
0.32222222222222224,0.03564940962761126,0.1871401151631478,,0.041079812206572766
0.26666666666666666,0.03981229185588858,0.17251622337994696,,0.028169014084507043
0.32222222222222224,0.044202240387526494,0.17731468787130977,,0.01995305164319249
0.36666666666666664,0.0518468059339994,0.17525820308929715,,0.03286384976525822
0.3370370370370371,0.03996366939146231,0.12727355817566952,,0.03286384976525821
0.40370370370370373,0.03610354223433243,0.10967918837400603,,0.005868544600938968
0.4851851851851852,0.031108083560399638,0.12293209030253177,,0.007042253521126761
0.4222222222222222,0.03398425673630033,0.1832556439082351,,0.012910798122065728
0.4925925925925926,0.04094762337269149,0.2771684489534777,,0.018779342723004695
0.43703703703703706,0.04382379654859219,0.24769216707796363,,0.02464788732394366
0.40370370370370373,0.0619891008174387,0.27099899460743987,,0.03169014084507042
0.3185185185185185,0.06940660006055101,0.2584315876062518,,0.0528169014084507
0.39629629629629626,0.07008779897063275,0.2543186180422265,,0.061032863849765265
0.2777777777777778,0.08439297608234937,0.2399232245681382,,0.1068075117370892
0.3333333333333333,0.1044504995458674,0.21890138012978702,,0.13028169014084506
0.2925925925925926,0.08878292461398729,0.1528653687962709,,0.15845070422535212
0.28518518518518515,0.08386315470784136,0.1345855040672699,,0.1619718309859155
0.27037037037037037,0.07644565546472903,0.15149437894159584,,0.1807511737089202
0.4444444444444444,0.04526188313654254,0.14395393474088292,,0.1561032863849765
0.39629629629629626,0.03822282773236452,0.12613106663010692,,0.12441314553990611
0.4222222222222222,0.03617923100211928,0.10282423910063065,,0.09741784037558686
0.39629629629629626,0.02800484408113836,0.08797184900831734,,0.0868544600938967
0.3111111111111111,0.016197396306388133,0.047984644913627646,,0.07042253521126761
0.3814814814814815,0.024144716924008474,0.11721963257471894,,0.057511737089201875
0.3814814814814815,0.021798365122615803,0.17183072845260947,,0.05751173708920188
0.3111111111111111,0.02111716621253406,0.15743533497852116,,0.046948356807511735
0.34074074074074073,0.02300938540720557,0.13709898546750754,,0.019953051643192492
0.3296296296296296,0.028913109294580686,0.16360478932455902,,0.036384976525821594
0.2814814814814815,0.024371783227369055,0.14486792797733297,,0.04342723004694835
0.26296296296296295,0.01914925825007569,0.1476099076866831,,0.03403755868544601
0.5703703703703703,0.01612170753860127,0.16246229777899646,,0.0035211267605633804
0.39629629629629626,0.01922494701786255,0.16566127410657158,,0.012910798122065727
0.45185185185185184,0.02217680896155011,0.26231605886116444,,0.005868544600938968
0.5259259259259259,0.020511656070239175,0.3157846631934924,,0.009389671361502346
0.5074074074074074,0.039358159249167426,0.3564573622155196,,0.017605633802816902
0.4777777777777778,0.05086285195277021,0.3310940499040307,,0.050469483568075124
0.5185185185185186,0.06092945806842264,0.26757151997075224,,0.06455399061032864
0.6777777777777778,0.07129881925522252,0.28310940499040305,,0.10446009389671362
0.762962962962963,0.059869815319406605,0.24289370258660087,,0.10680751173708919
0.6962962962962963,0.062367544656372995,0.20679096974682387,,0.11854460093896713
0.7481481481481481,0.04533757190432939,0.19993602047344847,,0.14906103286384975
0.6888888888888889,0.03564940962761126,0.13161502604880723,,0.18779342723004694
0.5259259259259259,0.021646987587042085,0.0674070011881912,,0.20539906103286384
0.4851851851851852,0.019906145927944294,0.05255461109587789,,0.2347417840375587
0.4111111111111111,0.01907356948228883,0.04798464491362764,,0.1936619718309859
0.0925925925925926,0.019224947017862547,0.050726624622977785,,0.12089201877934272
0.0,0.021495610051468366,0.03061877342107668,,0.11384976525821597
0.0,0.021495610051468366,0.010739420528288092,,0.04107981220657277
0.0,0.02293369663941871,0.006854949273375377,,0.07511737089201878
0.0,0.025582803511958824,0.0063979526551503525,,0.06220657276995305
0.0,0.027702089009990917,0.011196417146513116,,0.011737089201877935
0.003703703703703704,0.018316681804420226,0.03313225482131432,,0.005868544600938967
0.018518518518518517,0.005979412655161973,0.03838771593090211,,0.007042253521126761
0.05925925925925926,0.005752346351801392,0.0546110958778905,,0.0035211267605633804
0.07037037037037037,0.01036936118679988,0.04592816013161503,,0.0
0.10370370370370371,0.004465637299424766,0.06443652316972855,,0.0
0.16296296296296298,0.003027550711474417,0.06946348597020383,,0.0
0.10370370370370371,0.01218589161368453,0.06626450964262864,,0.002347417840375587
0.08148148148148149,0.01733272782319104,0.06649300795174115,,0.009389671361502348
0.11851851851851852,0.038449894035725095,0.07951741157115436,,0.018779342723004695
0.10370370370370371,0.04965183166818044,0.08225939128050452,,0.03169014084507042
0.15185185185185185,0.04503481683318196,0.08682935746275479,,0.04342723004694836
0.13333333333333333,0.05199818346957311,0.09871126953660543,,0.05399061032863849
0.13703703703703704,0.06902815622161672,0.082030892971392,,0.06807511737089203
0.1111111111111111,0.07856494096276112,0.05415409925966549,,0.06103286384976526
0.08888888888888889,0.06872540115046927,0.018965359656338544,,0.0903755868544601
0.044444444444444446,0.05563124432334242,0.009596928982725527,,0.09976525821596242
0.022222222222222223,0.03284892521949743,0.007768942509825427,,0.02464788732394366
0.0,0.019981834695731154,0.012110410382963168,,0.012910798122065728
0.0,0.009006963366636391,0.006854949273375377,,0.015258215962441316
0.0,0.010142294883439299,0.005712457727812814,,0.015258215962441316
0.0,0.007417499243112322,0.005483959418700302,,0.017605633802816902
0.0,0.004465637299424765,0.005483959418700302,,0.025821596244131457
0.0,0.008174386920980926,0.007768942509825427,,0.03051643192488263
0.0,0.012942779291553134,0.017365871492550956,,0.009389671361502348
0.0,0.009763851044504996,0.02696280047527648,,0.008215962441314555
0.0,0.004011504692703603,0.03541723791243945,,0.005868544600938967
0.0,0.0012867090523766276,0.02582030892971392,,0.0
0.0,0.001438086587950348,0.043414678731377394,,0.0
0.011111111111111112,0.00045413260672116256,0.06169454346037839,,0.0
0.06666666666666667,0.0,0.043643177040489894,,0.0
0.13703703703703704,0.0,0.05004112969564025,,0.0
0.13333333333333333,0.0009082652134423251,0.05529659080522804,,0.0
0.05185185185185186,0.004844081138359068,0.06420802486061603,,0.007042253521126761
0.02962962962962963,0.016500151377535573,0.05986655698747828,,0.011737089201877934
0.018518518518518517,0.02573418104753255,0.06557901471529111,,0.018779342723004695
0.040740740740740744,0.031183772328186497,0.0507266246229778,,0.023474178403755867
0.044444444444444446,0.024750227066303362,0.017137373183438442,,0.03403755868544601
0.022222222222222223,0.018695125643354526,0.013709898546750754,,0.03990610328638498
0.037037037037037035,0.013472600666061157,0.014166895164975778,,0.028169014084507043
0.007407407407407408,0.0034059945504087193,0.013938396855863266,,0.011737089201877934
0.018518518518518517,0.0020435967302452314,0.014166895164975778,,0.005868544600938967
0.02962962962962963,0.001589464123524069,0.013024403619413216,,0.0
0.022222222222222223,7.568876778686044e-05,0.012795905310300705,,0.0
0.0,0.0,0.013252901928525728,,0.0
0.0,0.00022706630336058128,0.013938396855863266,,0.0
0.0,0.00030275507114744176,0.013709898546750754,,0.0
0.0,0.0,0.014166895164975778,,0.0
0.0,7.568876778686044e-05,0.01348140023763824,,0.0
0.0,0.00045413260672116256,0.013709898546750754,,0.0
0.0,0.0,0.013252901928525728,,0.0
0.0,0.0,0.009596928982725527,,0.0
0.011111111111111112,0.0,0.005940956036925326,,0.0
0.0,0.00015137753557372088,0.005712457727812814,,0.0
0.037037037037037035,0.0,0.005712457727812814,,0.0
0.08148148148148149,0.0032546170148349987,0.0063979526551503525,,0.0
0.04814814814814815,0.02369058431728732,0.03290375651220181,,0.0
0.05185185185185186,0.025885558583106268,0.038844712549127136,,0.0
0.03333333333333333,0.029897063275809873,0.038159217621789594,,0.0
0.06296296296296296,0.024371783227369055,0.019422356274563565,,0.0
0.08148148148148149,0.016273085074174992,0.01599488163787588,,0.004694835680751174
0.044444444444444446,0.019830457160157435,0.019193857965451054,,0.008215962441314555
0.018518518518518517,0.021798365122615803,0.030161776802851658,,0.01995305164319249
0.0,0.006509234029669997,0.03587423453066447,,0.008215962441314555
0.0,0.003633060853769301,0.06763549949730371,,0.0
0.0,0.000529821374508023,0.06854949273375377,,0.0
0.0,0.0003784438389343022,0.0418151905675898,,0.0
0.0,0.0,0.028105292020839046,,0.0
0.0,0.0,0.011196417146513116,,0.0
0.0,0.0,0.005712457727812814,,0.0
0.0,0.0,0.007083447582487889,,0.0
0.0,7.568876778686044e-05,0.005483959418700302,,0.0
0.0,0.0,0.005940956036925326,,0.0
0.0,0.0,0.005483959418700302,,0.0
0.0,0.0,0.005483959418700302,,0.0
0.0,0.0,0.005483959418700302,,0.0
0.0,0.0,0.008225939128050452,,0.0
0.018518518518518517,0.0,0.005483959418700302,,0.0
0.03333333333333333,0.0009082652134423251,0.007083447582487889,,0.0
0.014814814814814815,0.001059642749016046,0.011653413764738142,,0.0
0.003703703703703704,0.008628519527702088,0.012795905310300703,,0.01056338028169014
0.05185185185185186,0.01771117166212534,0.04844164153185267,,0.04225352112676056
0.07037037037037037,0.03814713896457766,0.08431587606251716,,0.029342723004694832
0.15185185185185185,0.045791704511050565,0.11859062242939404,,0.018779342723004692
0.15555555555555556,0.043445352709657895,0.14418243304999542,,0.016431924882629106
0.1925925925925926,0.02838328792007266,0.12247509368430674,,0.004694835680751174
0.15555555555555556,0.020133212231304876,0.09551229320903025,,0.01056338028169014
0.16666666666666666,0.032016348773841956,0.0781464217164793,,0.007042253521126761
0.0962962962962963,0.02293369663941871,0.10076775431861804,,0.029342723004694836
0.08148148148148149,0.0052982137450802306,0.06763549949730373,,0.005868544600938967
0.011111111111111112,0.001211020284589767,0.04592816013161503,,0.004694835680751174
0.0,0.0003784438389343022,0.014166895164975778,,0.0
0.0,7.568876778686044e-05,0.0061694543460378394,,0.0
0.0,0.0,0.0063979526551503525,,0.0
0.0,0.0,0.005712457727812814,,0.0
0.0,0.0,0.005940956036925326,,0.0
0.0,0.0,0.005483959418700302,,0.0
0.0,0.0,0.005940956036925327,,0.0
0.011111111111111112,7.568876778686044e-05,0.01256740700118819,,0.0
0.02592592592592593,0.0008325764456554648,0.020793346129238645,,0.0
0.05185185185185186,0.0,0.014623891783200805,,0.0
0.037037037037037035,7.568876778686044e-05,0.00799744081893794,,0.0
0.07407407407407407,0.0,0.00868293574627548,,0.0
0.1259259259259259,0.004389948531637905,0.007311945891600401,,0.0
0.10740740740740741,0.011353315168029064,0.008911434055387992,,0.0
0.1,0.010293672419013017,0.01348140023763824,,0.0
0.1111111111111111,0.02089009990917348,0.049812631386527736,,0.004694835680751174
0.12222222222222222,0.02633969118982743,0.036788227767114524,,0.017605633802816902
0.18148148148148147,0.02845897668785952,0.02673430216616397,,0.03169014084507042
0.2296296296296296,0.023917650620647896,0.007311945891600402,,0.02464788732394366
0.16666666666666666,0.016348773841961855,0.005940956036925327,,0.018779342723004695
0.18148148148148147,0.00703905540417802,0.005483959418700302,,0.02112676056338028
0.0962962962962963,0.000529821374508023,0.005483959418700302,,0.0011737089201877935
0.07407407407407407,0.0,0.005483959418700302,,0.0
0.040740740740740744,0.00015137753557372088,0.005712457727812814,,0.0
0.018518518518518517,0.00045413260672116256,0.005483959418700302,,0.0
0.0,0.0011353315168029065,0.005483959418700302,,0.008215962441314553
