南部,中部,北部,東部,離島
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.037845751308248195,0.028805813262647955,0.04106459182413239,0.03332578228544807,0.03668763102725367
0.09629952653874907,0.14443581189159546,0.1591947634926516,0.12036766921517227,0.0440251572327044
0.26505108397707455,0.2292552138080222,0.14097814005187106,0.24715314889254836,0.0440251572327044
0.2188896503031813,0.35935438660634034,0.17685562554032358,0.2891220184547608,0.0440251572327044
0.46678814685605113,0.27209451121977973,0.2991231320242065,0.36944132903791543,0.0440251572327044
0.3007340725973918,0.2761832944868455,0.2701617883166605,0.2884586835421187,0.0440251572327044
0.1587226929146939,0.22126045427539875,0.2555267382981351,0.18999157359504631,0.0440251572327044
0.23027348616994767,0.08831863260362872,0.10127207607755959,0.1592960593867882,0.0440251572327044
0.106425990530775,0.0731486982618101,0.03235766333209831,0.08978734439629255,0.0440251572327044
0.03784990447711604,0.0726916807580397,0.02513276522168704,0.05527079261757786,0.0440251572327044
0.08824030235069358,0.03550568986792194,0.01840187723848339,0.06187299610930776,0.0440251572327044
0.042985297782207825,0.009732949438630166,0.015684821538841546,0.026359123610418995,0.0440251572327044
0.014901569897832046,0.007751016863945889,0.003396319624552303,0.011326293380888967,0.0440251572327044
0.013458343716255504,0.0051155492588699485,0.001976040508830431,0.009286946487562727,0.029350104821802937
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.07122165462247695,0.017777980896668346,0.009015684821538842,0.04449981775957265,0.03668763102725367
0.184746449040618,0.11102478558262115,0.03359268865011733,0.14788561731161956,0.0440251572327044
0.35899784035218874,0.230292643541581,0.05174756082499691,0.29464524194688485,0.0440251572327044
0.5996625550294875,0.41630181435949,0.11004075583549462,0.5079821846944887,0.0440251572327044
0.6865738433424704,0.5974635528540743,0.22415709522045202,0.6420186980982723,0.0440251572327044
0.7389328432594069,0.6423122038907424,0.40428553785352594,0.6906225235750747,0.0440251572327044
0.7410104659855471,0.6449933732461953,0.3269112016796344,0.6930019196158712,0.0440251572327044
0.692901196112634,0.5977895586734305,0.2252068667407682,0.6453453773930322,0.0440251572327044
0.5835752554198854,0.5150373992657252,0.16567864641225147,0.5493063273428054,0.0440251572327044
0.36787004734612516,0.3154075834437792,0.08818080770655798,0.3416388153949522,0.08997204751921732
0.1752678793919761,0.12079277302987372,0.05693466716067678,0.1480303262109249,0.07337526205450734
0.06818464988786443,0.03230047377481224,0.017352105718167223,0.05024256183133834,0.07547169811320754
0.007714511172024254,0.0027070670139999697,0.0007410151908114116,0.005210789093012111,0.07547169811320754
0.0024296037876900076,0.001889005682250964,0.0007410151908114116,0.002159304734970486,0.050314465408805034
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
