,南部,中部,北部,東部,全台
1100,0.10760580413785965,0.13678807652975994,0.15318401776013904,0.10939302060760725,0.13297084626472025
1101,0.10759514852161682,0.14045879672741263,0.15423724197141128,0.11298654988300894,0.13442730155660937
1102,0.10768585389516443,0.15232532539247862,0.1570741026793822,0.12598181005207354,0.13908411953678299
1103,0.10765913285906971,0.16080264904083177,0.14375502947091567,0.13452653804840264,0.13708406137361212
1104,0.10706379337237293,0.16732827824868485,0.11230424814226206,0.13841030379472433,0.1290589541357877
1105,0.1045706366596491,0.167804283700985,0.1034953595314327,0.13664061910977823,0.12651215715276165
1106,0.10365194722012055,0.16202076461871892,0.09884822320901906,0.13158103777464883,0.12366505895291094
1107,0.10377376663614106,0.15931387617539455,0.09797234666597814,0.1304339632486434,0.12310985404309654
1108,0.10385759166800757,0.1590858182753838,0.09671545698828302,0.13026338973296012,0.12313958615258894
1109,0.10377574189450131,0.15842864067134907,0.09636681842918798,0.12981447845900523,0.12276492618619665
1110,0.09671025656880572,0.14867502133020333,0.09639757014343676,0.12086797906692155,0.11679179071956061
1111,0.0809689877905044,0.1259282084188819,0.10027442002149708,0.10308355004358721,0.10392239524513201
1112,0.07004895348117353,0.10643955141596044,0.09665490978570915,0.0898235320953367,0.09159362701058722
1113,0.06305638873588876,0.09965590779339212,0.09319552201243464,0.08522168192411324,0.08571232059060202
1114,0.05926255290479912,0.08992808408754502,0.0906582869998894,0.07614193316623463,0.08009165892569464
1115,0.05894627240165335,0.08948241101380607,0.09910337316009947,0.07474017401167099,0.08282632454322583
1116,0.06280688402999861,0.09851480614191427,0.10833494817661274,0.0849668773800688,0.0908685822227939
1117,0.06273607902251525,0.10135123754681216,0.12192394448731707,0.08906281377558234,0.09632922003615824
1118,0.06566636755106023,0.1088519023194909,0.12711028824738857,0.09619141244857447,0.10211438968861021
1119,0.0741339795489554,0.12086255106723419,0.1326584714165245,0.10542071480766631,0.11144767047202242
1120,0.08616051691845512,0.13100825930368384,0.13435719706407004,0.11366871819562226,0.1196333229099609
1121,0.10090334189445996,0.145268700874656,0.13697174213263355,0.12430295217310672,0.12905088519050925
1122,0.10683597606601948,0.14690633894085484,0.13694980074256205,0.11592446091244793,0.13076269761923795
1123,0.10688844946718985,0.1500045294456812,0.13467691253364306,0.11708662842403247,0.13068281260658804
1124,0.10695781822884996,0.14902917410286637,0.11079613602469296,0.11669002746533985,0.12044785759550909
1125,0.10709331325686906,0.1511477815566524,0.09881350079093865,0.11724676547170915,0.11643581140942993
1126,0.10651330051773006,0.15140752836047333,0.0974952495199172,0.1162733549047415,0.11637860061113481
1127,0.1048918072389049,0.153088176457455,0.09616665313722637,0.11609352511266156,0.11625972039939897
