,南部 (kgCO2e/kWh),中部 (kgCO2e/kWh),北部 (kgCO2e/kWh),東部 (kgCO2e/kWh),全台 (kgCO2e/kWh)
2024-05-01 00:00:00,0.43166841051514304,0.6710079100257933,0.5065369733490741,0.4311557481998479,0.5309258278494781
2024-05-01 01:00:00,0.42745826281277105,0.7329640879201621,0.5162226017786734,0.46806261925975123,0.5484878167783851
2024-05-01 02:00:00,0.42738900287529,0.7336127255732935,0.5034504355865872,0.509466482514076,0.5518486278863892
2024-05-01 03:00:00,0.4272229110887813,0.7350926140407683,0.5172685204060495,0.5408483638630305,0.5593727736279447
2024-05-01 04:00:00,0.42714341894326946,0.6814947744479013,0.5074060727058979,0.5133834235826974,0.5435477012679542
2024-05-01 05:00:00,0.42532503311579073,0.6246571369674104,0.5056100678665544,0.4858056402508832,0.5242626872662516
2024-05-01 06:00:00,0.4077185257869755,0.6395806615254043,0.498535126254708,0.4931137810208248,0.5205951679576999
2024-05-01 07:00:00,0.3844543593752704,0.6181741354331417,0.4954978128640019,0.458407599470439,0.5061762775869647
2024-05-01 08:00:00,0.31297260525752785,0.5628553224770476,0.5156420233717343,0.42521893054551585,0.47117748753684874
2024-05-01 09:00:00,0.3170524724720776,0.5113230073744324,0.5261931431238456,0.3846137732401961,0.460701985975538
2024-05-01 10:00:00,0.25645735354358323,0.4829594202388803,0.5242120332384681,0.3712953680415495,0.4220900072441824
2024-05-01 11:00:00,0.2970332394483557,0.4798893047515254,0.5160417147539038,0.36576487981672423,0.43670147827738653
2024-05-01 12:00:00,0.3494151689023306,0.5687718695961094,0.5274459860753132,0.41803202067947814,0.48642094247869977
2024-05-01 13:00:00,0.34339546407587496,0.6379983158243481,0.5272532365534383,0.4315922042176444,0.5023001951342816
2024-05-01 14:00:00,0.4032268778340645,0.6452570017155391,0.5298721504426477,0.46254245403868116,0.5325338032392453
2024-05-01 15:00:00,0.43444300698109867,0.6522651235322438,0.5250216899678981,0.48540817578952017,0.5431488442641909
2024-05-01 16:00:00,0.4089875472447335,0.6626588818255397,0.5381184055323078,0.5236841735863924,0.5393106384447774
2024-05-01 17:00:00,0.42286584003287286,0.673355145632428,0.5413797643791763,0.5314222197623671,0.5471681728130912
2024-05-01 18:00:00,0.4238546517949989,0.6581795962121489,0.5224687336480163,0.5061804130281318,0.533296529418608
2024-05-01 19:00:00,0.420440537617071,0.652152832826941,0.5100750728975598,0.48302982307112224,0.5255865769580286
2024-05-01 20:00:00,0.42653263701243055,0.6026153646381985,0.5149631909551632,0.44660935847164546,0.5155381488854472
2024-05-01 21:00:00,0.42572794644288536,0.5988080086683,0.5211612280143652,0.4368807052112975,0.5157942480444412
2024-05-01 22:00:00,0.4264595453382669,0.6253476455027226,0.5292590550302892,0.3922267201470725,0.5255105966754873
2024-05-01 23:00:00,0.42607152344067345,0.6253172291146314,0.5467850128901234,0.3962200280099373,0.5320653851826175
2024-05-02 00:00:00,0.42561482683487767,0.637142100058167,0.5320205933163812,0.42242760553347924,0.5314376349024036
2024-05-02 01:00:00,0.42594069374918037,0.6632264298411035,0.5175982752437119,0.44612871308047347,0.5357401633306059
2024-05-02 02:00:00,0.4261668090858215,0.6500721843162325,0.511634791254845,0.44975562099302646,0.5300296734711962
2024-05-02 03:00:00,0.4268110094453018,0.6530029799413016,0.5158727997159306,0.47447771578159353,0.5332463562041355
2024-05-02 04:00:00,0.4299070705664677,0.6266531767586792,0.5121812358512227,0.4653378905960038,0.5263719317075216
2024-05-02 05:00:00,0.4349348839528215,0.6293276826684449,0.5089862142616036,0.49543133846824045,0.5293861446361515
2024-05-02 06:00:00,0.40699615802195654,0.6254005988984317,0.5161499800887814,0.5136140709917099,0.517917913598395
2024-05-02 07:00:00,0.3674776105835318,0.5598310032037841,0.5173769067071915,0.4734851509148282,0.48241081612630077
2024-05-02 08:00:00,0.31540422759873304,0.4532342220938968,0.5048071053413263,0.3815037234098526,0.42567153343490055
2024-05-02 09:00:00,0.26403030117831083,0.37886910264474466,0.48573222333760624,0.3241066859175539,0.37430548120259105
2024-05-02 10:00:00,0.24928285588368798,0.3196657589496063,0.4656067652672822,0.28319765991411855,0.3423527886129306
2024-05-02 11:00:00,0.24140650893228804,0.3057211580208553,0.45695237921216825,0.2721320331751814,0.3321523005168511
2024-05-02 12:00:00,0.24087052173357734,0.3143858074847061,0.4633952003913566,0.28240313801086026,0.33619698138777876
2024-05-02 13:00:00,0.24800721099374165,0.3444320722442188,0.4711292719528544,0.3007939915034857,0.3515923173508274
2024-05-02 14:00:00,0.2663681320793999,0.3802676953329227,0.47820541805019967,0.3213940027091027,0.37205447682944476
2024-05-02 15:00:00,0.30968547806680674,0.42519623954646374,0.4926733958037206,0.3541507450435608,0.4094569255745529
2024-05-02 16:00:00,0.36175740863072225,0.4809153497875277,0.49953206894716506,0.38689313162797734,0.4491226314964882
2024-05-02 17:00:00,0.3982128720750022,0.5179952924075675,0.5120879509433286,0.4029145346540226,0.4763162779420899
2024-05-02 18:00:00,0.4229981492046535,0.5404539924638815,0.5047019578609068,0.4166115429215292,0.4890445142045563
2024-05-02 19:00:00,0.425214328981074,0.5380747356124517,0.5053422531473309,0.41398716426362986,0.4889767064562866
2024-05-02 20:00:00,0.4265384938293228,0.5559003775344599,0.5099905013428908,0.41578129116099016,0.4959088178368451
2024-05-02 21:00:00,0.42577324999421023,0.5597350680317739,0.5112770081368078,0.41782666846289884,0.49722162398811093
2024-05-02 22:00:00,0.42533479929104256,0.5633090071272414,0.510593077473343,0.40593457980108993,0.4978789644438
2024-05-02 23:00:00,0.4248384050976258,0.5658814582249585,0.5202574839790731,0.41351514060679345,0.503402186005557
2024-05-03 00:00:00,0.4247474089447139,0.5649297434534047,0.533245443997965,0.4166953108960326,0.5054535113818532
2024-05-03 01:00:00,0.42445558084011337,0.6026962733226762,0.5349647584142934,0.4430107820653691,0.5178626186753947
