,南部,北部,中部,東部,全台
0,0.0035336614677942387,0.0032826049787449733,0.005704407656920553,0.004243921487091662,0.004195745327608931
1,0.0035808314849550857,0.0032709705892961733,0.005878641427106129,0.004366843363403552,0.004280300520384652
2,0.0036133553651292692,0.003253209308854045,0.00592748077562549,0.004423059691831915,0.0043286637776833205
3,0.0035961713051485193,0.0031044051684593886,0.005927542449632402,0.004526756181737445,0.004343798056101802
4,0.0035199289204177887,0.003063843026394129,0.005883663275291432,0.004513689117625728,0.004337370583000357
5,0.0034875692429904037,0.0031121856265307925,0.00581534783579798,0.004489474721134363,0.004324780649222319
6,0.0034547473278410947,0.003203445869172645,0.005744597050193278,0.004496204039452128,0.004304258571693643
7,0.0034302705818912175,0.0032348233708003804,0.0056925003418961655,0.004530982148078726,0.004294198676056746
8,0.003460552921166062,0.0032567628251717728,0.005635834582331121,0.004521032467642637,0.004307756346408412
9,0.0033813053866464187,0.003441083074448915,0.005543827690861002,0.004529684542651195,0.004304369197169312
10,0.0033565069827373685,0.003501207383552289,0.005457869328973654,0.00459223225175773,0.004291065491648879
11,0.0033564548517630937,0.0035559186592970036,0.005265618816462724,0.004499571747373041,0.00419752783870341
12,0.0034188800706173323,0.003560934625002226,0.005233295575843381,0.004275390721773298,0.004197113368847445
13,0.003401931661646363,0.0035877562004087114,0.005261814458891766,0.004297716832760711,0.004197204133746633
14,0.0033925664105759075,0.00358409873517818,0.005349376072299044,0.00431976031023092,0.0042019668776755725
15,0.00339742126305442,0.0035855680372086597,0.005447009849198636,0.004360079353649252,0.004193581939282916
16,0.0035746143237821736,0.003330591644390103,0.00546446911955632,0.004295856597293065,0.004160285348434485
17,0.0036621409734735764,0.0032559635461935662,0.005206888591108286,0.004003002238299653,0.004096754648729034
18,0.003648577173529496,0.0032885404766712376,0.005067524950461705,0.003906145486523022,0.0040430886628888265
19,0.003620329523831692,0.003296370345906596,0.005136831202230896,0.003944349938413349,0.0040606278243676954
20,0.003641988057279802,0.0032740546568428438,0.004996491987267062,0.003887725757335473,0.004021209892931002
21,0.003631684363103747,0.003298450864368001,0.005112622348734247,0.003992529552233309,0.004060482675274461
22,0.003573743718722874,0.003316549284237516,0.0053921766848909975,0.004149490203484409,0.004161718574571617
23,0.0034501818067725052,0.0032968284592952263,0.005534681634941652,0.004160855485084412,0.004168019131905396
24,0.0034287583964193492,0.0030717003439412562,0.005264062731586104,0.004231684533646998,0.004037979235241565
25,0.003401964081050581,0.002858364234658656,0.005526424721102388,0.004357196901740243,0.004071208381605601
26,0.003412845331447815,0.0026872140504477023,0.005664560329525706,0.004389235339847637,0.004072148677772112
27,0.0034112067807142766,0.0025565742805155997,0.0056017027743179345,0.0042884325806515425,0.003997925252310602
28,0.003403891740273382,0.002591337868517427,0.005577792972705048,0.0042681127466366545,0.0039720136479775865
29,0.00340891876856224,0.0027567657755734882,0.00545076436653027,0.004226814088979954,0.003957883378692515
30,0.0034502270666462997,0.002825124610859014,0.0055048759410086575,0.004298329663747642,0.004004562123399329
31,0.0034500759215340625,0.002923770907884232,0.005636122301803291,0.004385699493008841,0.004079090244413041
32,0.003392461702920413,0.002898305724481979,0.005370051443710656,0.004212936488120572,0.003940551274393786
33,0.0033934121602779152,0.003057335840521051,0.005246423865400531,0.004087286808276024,0.003950875968872717
34,0.0033966662994779286,0.0031690757298014237,0.005099602549160906,0.0040444175324771394,0.003938296439446648
35,0.003397797503004874,0.0032706539490049685,0.005060331359540861,0.004047896891749589,0.003936582113854728
36,0.0033706510348046046,0.003442699351895479,0.004993763109469369,0.0041093390824963666,0.00395242738764505
37,0.0033923432203648574,0.003435400172439925,0.005076127273302735,0.004212786468809023,0.003960215067844621
38,0.00345490046712869,0.0033445850340944297,0.005169328314351328,0.0042170844573257505,0.003968455733063823
39,0.0035079168016510873,0.0033368672319830546,0.00541002030711475,0.004295561773753219,0.004094273048860518
40,0.0033970701695592116,0.003369835387734456,0.005442830033138091,0.004227338599785909,0.004100434891069549
41,0.0035125098501246053,0.0033172526064581503,0.005409494250889594,0.004128031837855584,0.004108217482909345
42,0.003543157635339026,0.003334523855617075,0.005266815672043125,0.004051903230137067,0.0040776112611121025
43,0.0035778757604047508,0.0033284132652451307,0.0052137244229744474,0.004049490820129231,0.0040763964538796235
44,0.003606437410492847,0.0033439281290924766,0.005163512423950953,0.0040332538524396125,0.004068552774100955
45,0.0035567763937365297,0.0034090693786542306,0.005258702502281099,0.004074917334278337,0.004107923245300989
46,0.0034806778985109225,0.003411897430666068,0.0056226692589836525,0.004270851629965462,0.004210974957202674
47,0.003481799453332135,0.003285619682146879,0.005838997269707507,0.004347323475668831,0.004263775775840584
48,0.0034453390869833957,0.003110814371736255,0.005813586665031531,0.004323680107231388,0.004253815992038094
49,0.003451666892015683,0.002960404448840107,0.005793659966844097,0.004263108157615334,0.004270830634124587
50,0.003441315103894051,0.003023166013791333,0.0057824621380565275,0.004330254512245193,0.004338063568773504
51,0.003425275338071815,0.0034283341421699957,0.005796513999476607,0.004447532087298195,0.004436482216431043
52,0.003445044162296986,0.0035984952281356082,0.005824684930913498,0.004461896687210993,0.004483715762152003
53,0.0034778863174305466,0.0036043827077930344,0.005843762507994612,0.00450333747887428,0.004487862268122939
54,0.0034999409391605137,0.003693914986294434,0.0058372873483459545,0.0045870495925481695,0.0044847324024968145
55,0.0034365721126274453,0.003687267087422044,0.00594937338549314,0.004669446329791204,0.004522648230686069
56,0.0034364472113130296,0.0037182496335686492,0.005889304555572096,0.004659787132900823,0.004546249254380725
57,0.0034134767421426506,0.003874540948620236,0.0055444311112123335,0.0045169071663928835,0.0044425239940116615
58,0.0033729370472180592,0.0038897071433982512,0.005433331569010101,0.0044884814419093606,0.0043762109071363835
59,0.0034078559636317543,0.003984239700162722,0.005251740199023021,0.004383451180816834,0.004327866804079333
60,0.003377699013137273,0.0040826826830466035,0.005414339252679127,0.0044827985888339,0.00439859811392514
61,0.003447750062959445,0.00402509990628199,0.005353598036538919,0.004257229126838533,0.004354156968672487
