,南部 (kgCO2e/kWh),北部 (kgCO2e/kWh),中部 (kgCO2e/kWh),東部 (kgCO2e/kWh),全台 (kgCO2e/kWh)
2021-10-01 00:00:00,0.4620939018415735,0.4498901041306684,0.4888250065075705,0.40740860729277056,0.46517682301210894
2021-10-01 01:00:00,0.4608094133097046,0.4414368491260729,0.5351258713301531,0.4482328240478729,0.47720067873152083
2021-10-01 02:00:00,0.46157356176083353,0.4354579646193742,0.553661641094426,0.4623367530998411,0.4827822139867299
2021-10-01 03:00:00,0.46148204874072896,0.4374304751173686,0.5571905272198265,0.4770245806211616,0.48443621730637104
2021-10-01 04:00:00,0.45965192998708515,0.43775210532279335,0.5554462095402591,0.47380497389362114,0.48338643108595314
2021-10-01 05:00:00,0.45769171594974245,0.43709141754280967,0.5548891739033928,0.4731952569465648,0.4824975644549341
2021-10-01 06:00:00,0.45805339554877594,0.44080767323562703,0.5531462103572818,0.4729887172594032,0.4829897580466909
2021-10-01 07:00:00,0.462052290565132,0.4496119028452578,0.5460167876726698,0.47698162454637516,0.48516570363904243
2021-10-01 08:00:00,0.4621590458596161,0.457548628636965,0.5362740018113576,0.48043479407622725,0.4844037003585818
2021-10-01 09:00:00,0.45494385219535743,0.46018317511084095,0.526187406247171,0.4752767668874521,0.4786346497309795
2021-10-01 10:00:00,0.449399069771528,0.46419024902931466,0.5301880185041201,0.4751417986186844,0.48031347720132134
2021-10-01 11:00:00,0.45018245033914206,0.46480518272320726,0.5296811047492044,0.47593786866721377,0.48073609995433214
2021-10-01 12:00:00,0.4530136786478576,0.4630385657946924,0.533841107100021,0.47981804409416623,0.48354982363001797
2021-10-01 13:00:00,0.45678840413212596,0.4659646967704368,0.5456332060381587,0.4895299337460904,0.4868404235504488
2021-10-01 14:00:00,0.45712778030496715,0.4621398520628414,0.548809167536398,0.49047274151156744,0.4850734317172514
2021-10-01 15:00:00,0.4593462285564648,0.4604576805018846,0.5599207678598094,0.4931539861751769,0.48848763022822417
2021-10-01 16:00:00,0.470939087144513,0.45367700168129327,0.556254838473885,0.48366053936545594,0.4891372340039082
2021-10-01 17:00:00,0.4717194953122822,0.4434858516524081,0.5288742998373382,0.44775029940759753,0.47810364472984596
2021-10-01 18:00:00,0.4607578243362355,0.4325336403861962,0.4676840615588282,0.3806061483758746,0.4503087620811567
2021-10-01 19:00:00,0.45377561568519614,0.43139794978212637,0.4223473856054887,0.32882781951591744,0.43235870144671346
2021-10-01 20:00:00,0.45399547531691414,0.4302534103063926,0.41613726781399984,0.3234760330253736,0.4300395029186647
2021-10-01 21:00:00,0.45682518710080516,0.4309723383510629,0.43156302185464507,0.33246090984049187,0.4364215002988004
2021-10-01 22:00:00,0.457704181490577,0.4294202221001497,0.4422177204834793,0.34713741277233406,0.4403414807543926
2021-10-01 23:00:00,0.458002553564066,0.4243561251846809,0.49238175115643634,0.38677685904902165,0.4539133782962478
2021-10-02 00:00:00,0.45787669750909615,0.41287827879296984,0.5543440251468705,0.428508258933938,0.46779148671950777
2021-10-02 01:00:00,0.4550287359550858,0.40746834421440714,0.5600146145652894,0.4297717448538064,0.4684865455486296
2021-10-02 02:00:00,0.45325417119500744,0.41671455699821475,0.570400845960081,0.43820708303777517,0.4745600418942937
2021-10-02 03:00:00,0.44920914203665185,0.42043925356625683,0.5668210464324157,0.4378213946143337,0.47437342966574203
2021-10-02 04:00:00,0.4485448492472828,0.42415245056492684,0.5663930123730284,0.4837048347120585,0.4755844684081359
2021-10-02 05:00:00,0.44910796469995934,0.42470632592486607,0.5658401068480234,0.4853079827896918,0.4769104196455381
2021-10-02 06:00:00,0.4491107786956303,0.42934214570043205,0.5604384822266529,0.4832091639015249,0.47767426537315233
