,南部 (kgCO2e/kWh),北部 (kgCO2e/kWh),中部 (kgCO2e/kWh),東部 (kgCO2e/kWh),全台 (kgCO2e/kWh)
2021-07-01 00:00:00,0.5382951622916919,0.47993742077471224,0.6370324253306737,0.4868949366429101,0.5489764258689734
2021-07-01 01:00:00,0.5363681176839429,0.47678798932770206,0.6334931468844447,0.48155937552078204,0.5477765241051409
2021-07-01 02:00:00,0.5374885678004339,0.4685533827895878,0.6436184028206354,0.4908955838432857,0.5517660252606884
2021-07-01 03:00:00,0.5393631537010597,0.46667627300646203,0.6441395776774642,0.5249197716439825,0.5547113323108904
2021-07-01 04:00:00,0.5381176862518733,0.46596623050198815,0.6419386449963702,0.5327937490267683,0.555566403305547
2021-07-01 05:00:00,0.5379375784537761,0.46275996714178125,0.6406724330958344,0.5299124481091148,0.5553377648159458
2021-07-01 06:00:00,0.5387324270368099,0.4677219742765394,0.6377516099437688,0.5273717519503405,0.555113955862163
2021-07-01 07:00:00,0.5395800964365177,0.47442284406226254,0.6316692854772725,0.525355182387646,0.5536230581172494
2021-07-01 08:00:00,0.539733192832857,0.48693034492151843,0.6180624580031421,0.5246900444726224,0.5488985851522705
2021-07-01 09:00:00,0.5392091578149336,0.5007187686237863,0.618487846011094,0.5116773851993569,0.5517906626966508
2021-07-01 10:00:00,0.536572574255081,0.49588102673823725,0.6051622479420644,0.4849350946488935,0.5441403438165374
2021-07-01 11:00:00,0.5368686806988909,0.49335719172369197,0.5820408373130647,0.46890927668208987,0.5352417070402116
2021-07-01 12:00:00,0.5416207645850026,0.5062513286971985,0.6177811517382346,0.5000551137282622,0.5534262316971317
2021-07-01 13:00:00,0.5401257793608443,0.5093093595977188,0.6023931585096407,0.49033542891524967,0.5478189718082459
2021-07-01 14:00:00,0.5411420252105151,0.5046076716249115,0.5779923816014902,0.476033488537716,0.5382308333028042
2021-07-01 15:00:00,0.5393773031161753,0.5019397457681152,0.5787371762048052,0.49393945304861303,0.5373947991693586
2021-07-01 16:00:00,0.5387401204452531,0.49909790973109436,0.5775473360981196,0.4926986115393993,0.5361422218775468
2021-07-01 17:00:00,0.5393962135440667,0.500405829637844,0.5871819850226164,0.4994669966640715,0.5400845142715189
2021-07-01 18:00:00,0.5392355266037622,0.49044288245848,0.5757721428888511,0.4602132984346808,0.532018455192976
2021-07-01 19:00:00,0.5388963178029639,0.4813894481865029,0.5761621266279124,0.43357549244257637,0.5276218678413336
2021-07-01 20:00:00,0.5387339373199383,0.47849384267263295,0.5883613756641555,0.43055807233572063,0.5307305014892907
2021-07-01 21:00:00,0.5387678612837253,0.48221238742803585,0.6084882846881593,0.4420217497309417,0.5383195870096334
2021-07-01 22:00:00,0.5376926463480219,0.484761414732292,0.6133448375947951,0.46220674501023135,0.5414229490611363
2021-07-01 23:00:00,0.5385267737354954,0.4924825788255817,0.6206528669274923,0.49396330150410034,0.5460659284447483
2021-07-02 00:00:00,0.538667266352774,0.49427542861866786,0.6422263984081823,0.5159509071834959,0.5537472687915058
2021-07-02 01:00:00,0.5392112289251846,0.5054655973916945,0.6430876606612419,0.5172183039525818,0.5591734310289159
2021-07-02 02:00:00,0.5386448424248542,0.5124669380443873,0.6417263658037335,0.5247857557429515,0.5642994768241101
2021-07-02 03:00:00,0.5389090337593554,0.5156275573441708,0.6397099692529439,0.5276598218097472,0.567056627450033
2021-07-02 04:00:00,0.5378392077395882,0.5151261339668992,0.6338713609952116,0.535351661033938,0.5654541175903436
2021-07-02 05:00:00,0.5384256768250169,0.5152083003956716,0.6296870911872192,0.5316084727213334,0.5643583138038745
2021-07-02 06:00:00,0.5367284691059665,0.5210805999253957,0.6353065573170137,0.5351590248682105,0.5669305611064468
2021-07-02 07:00:00,0.5283251176185932,0.5241770787987323,0.6304432683287543,0.5308626910157224,0.5638855873217079
2021-07-02 08:00:00,0.524173837124238,0.5357143934291856,0.6216076098724793,0.5166298998777493,0.5619014338219394
2021-07-02 09:00:00,0.5244514995455192,0.5373030984656854,0.6225922896453362,0.5226254295337337,0.5614482295209643
2021-07-02 10:00:00,0.5240897176719078,0.5383209929960622,0.6064412197376533,0.5111166119576878,0.5563108612455813
2021-07-02 11:00:00,0.5244264813049494,0.5355648155283502,0.5958829252232851,0.5062089221206424,0.5513582251590579
2021-07-02 12:00:00,0.5248761240200996,0.5348288106725471,0.5960144601727114,0.5039797440800254,0.551956867519704
2021-07-02 13:00:00,0.5254444648049394,0.5363819271537158,0.5860495246281598,0.4924319964172729,0.5483383732472872
2021-07-02 14:00:00,0.5259143295482043,0.5325789189853368,0.5880896050826687,0.4943575995518706,0.5476635945795202
2021-07-02 15:00:00,0.5257863698200314,0.5241315209681798,0.5881350448354605,0.49573524490127685,0.5440960107621615
2021-07-02 16:00:00,0.5249992045867197,0.5055406148732524,0.5610977636250886,0.4700745935672246,0.5287271468772499
2021-07-02 17:00:00,0.5253615787789312,0.4944190289162716,0.5553261077883609,0.4617292643160725,0.5225559197455827
2021-07-02 18:00:00,0.5232987078218658,0.48744199945840816,0.5428367549671375,0.4318126738797421,0.5150777122780864
2021-07-02 19:00:00,0.5255955943273347,0.484339401085879,0.5365838084500798,0.397492116211177,0.5116726966089566
2021-07-02 20:00:00,0.5335696115657196,0.48533824194678854,0.5487511388366934,0.4057133951751847,0.5183717913253064
2021-07-02 21:00:00,0.5374756728970161,0.48642497635616944,0.568297445536172,0.41340801664864124,0.5262986635593186
2021-07-02 22:00:00,0.5306731831334839,0.4832485051902038,0.5769499843280298,0.4137543625157215,0.5260407144596775
2021-07-02 23:00:00,0.520630729089542,0.4857530500720395,0.5811289689782662,0.4660516440444807,0.526058248351321
2021-07-03 00:00:00,0.5182993090182483,0.4904470294063218,0.6120397444321092,0.4842584398087599,0.5350232987752004
2021-07-03 01:00:00,0.5187389847961559,0.48853278524888083,0.6451443488843179,0.4991911041072535,0.545279325876302
2021-07-03 02:00:00,0.5187524033380724,0.48215291385023484,0.6447458615769959,0.49616613746211813,0.5468378343598811
2021-07-03 03:00:00,0.5193494987138899,0.47712799807757683,0.6467681635333223,0.4978352097786014,0.5482491862842326
2021-07-03 04:00:00,0.5191833136337719,0.47777016184445237,0.6396492251268626,0.4933293648521969,0.545795530614991
2021-07-03 05:00:00,0.5209384359971135,0.478519435976355,0.6405339613423361,0.49708722086854973,0.5475378105117786
2021-07-03 06:00:00,0.5224862141314609,0.47856799435643743,0.6331619783579657,0.5223008337773025,0.5461728396767
2021-07-03 07:00:00,0.5231232114996007,0.48277317223470817,0.6281219543702787,0.5234639974136939,0.5470023127405829
2021-07-03 08:00:00,0.5221977191207611,0.486841654857067,0.6236091263401479,0.5259495156396166,0.545165357059166
2021-07-03 09:00:00,0.5257074958249708,0.4970989738857915,0.6201669983028989,0.5347632696132685,0.5491346479625876
2021-07-03 10:00:00,0.5242704901786622,0.5002837019975279,0.6265258488141452,0.5434976060811834,0.5533319902097884
2021-07-03 11:00:00,0.5212747498293202,0.5085572215052063,0.6279090838449356,0.5480682701832228,0.553317358176106
2021-07-03 12:00:00,0.5159810519297435,0.5209670323085317,0.6296650383915756,0.5364927498105557,0.5555655535405588
2021-07-03 13:00:00,0.5156445816295973,0.5270770121560998,0.630006739398551,0.5377878650971893,0.5564504567555693
2021-07-03 14:00:00,0.5196598935511862,0.5246307153355138,0.6298157281624174,0.5321410892770213,0.5553782397284031
2021-07-03 15:00:00,0.5247765255947174,0.5194719020494137,0.6221310204120049,0.5224710789587884,0.5532910712790942
