南部,北部,中部,東部,離島
0.014814814814814815,0.0075404442007129145,0.0,,0.0
0.02592592592592593,0.008225939128050452,0.0,,0.0011737089201877935
0.014814814814814815,0.005026962800475276,0.00016989466530750936,,0.0
0.014814814814814815,0.0015994881637875881,0.002378525314305131,,0.002347417840375587
0.040740740740740744,0.0011424915455625628,0.0022086306489976218,,0.002347417840375587
0.003703703703703704,0.0006854949273375377,0.0022086306489976213,,0.007042253521126761
0.02592592592592593,0.002056484782012613,0.0009344206591913014,,0.0
0.12222222222222222,0.0006854949273375377,0.0009344206591913013,,0.0
0.15555555555555556,0.00022849830911251257,0.0010193679918450561,,0.0
0.48148148148148145,0.00045699661822502514,0.0020387359836901123,,0.0035211267605633804
0.23703703703703705,0.005255461109587789,0.018943255181787293,,0.009389671361502348
0.48148148148148145,0.024677817384151358,0.029901461094121645,,0.035211267605633804
0.2740740740740741,0.03930170916735216,0.034658511722731905,,0.05985915492957746
0.20740740740740743,0.05026962800475277,0.050713557594291546,,0.04342723004694836
0.21851851851851853,0.03564573622155196,0.056999660210669385,,0.025821596244131457
0.3037037037037037,0.01782286811077598,0.05130818892286782,,0.014084507042253521
0.24074074074074073,0.015080888401425829,0.050118926265715256,,0.015258215962441316
0.17407407407407408,0.013938396855863266,0.05878355419639823,,0.016431924882629106
0.15555555555555556,0.013938396855863266,0.05088345225959905,,0.007042253521126761
0.15555555555555556,0.021707339365688697,0.024549779136935103,,0.0
0.11851851851851852,0.027648295402614022,0.0015290519877675841,,0.0
0.08888888888888889,0.029933278493739147,0.0005096839959225281,,0.0
0.06666666666666667,0.013938396855863266,0.00016989466530750936,,0.0
0.0925925925925926,0.013938396855863266,0.0,,0.0
0.20740740740740743,0.014623891783200805,0.0,,0.0
0.2962962962962963,0.013709898546750754,0.0,,0.004694835680751174
0.2925925925925926,0.013938396855863266,0.00016989466530750936,,0.02112676056338028
0.3370370370370371,0.014623891783200805,0.004757050628610262,,0.01056338028169014
0.3888888888888889,0.016223379946988394,0.0050968399592252805,,0.0
0.4777777777777778,0.01965085458367608,0.0029731566428814137,,0.007042253521126761
0.4111111111111111,0.02604880723882643,0.0028882093102276588,,0.005868544600938968
0.4222222222222222,0.016451878256100904,0.0005946313285762827,,0.007042253521126761
0.2777777777777778,0.014623891783200805,0.001783893985728848,,0.011737089201877935
0.23333333333333334,0.014395393474088292,0.0057764186204553175,,0.011737089201877935
0.2296296296296296,0.015080888401425829,0.02803261977573904,,0.01056338028169014
0.2518518518518518,0.022849830911251253,0.031515460414542985,,0.025821596244131453
0.3,0.030161776802851658,0.04901461094121645,,0.02464788732394366
0.3333333333333333,0.030390275111964175,0.06439007815154603,,0.022300469483568078
0.18888888888888888,0.0345032446759894,0.06557934080869861,,0.017605633802816902
0.17037037037037037,0.02947628187551412,0.06889228678219504,,0.016431924882629106
0.16666666666666666,0.015766383328763366,0.06566428814135238,,0.014084507042253521
0.13703703703703704,0.013709898546750754,0.05547060822290179,,0.0011737089201877935
0.14814814814814814,0.013709898546750754,0.049864084267753996,,0.0
0.08148148148148149,0.014166895164975778,0.029986408426775402,,0.0
0.05925925925925926,0.014166895164975778,0.009768943255181786,,0.0
0.10370370370370371,0.014852390092313315,0.0008494733265375467,,0.0
0.24814814814814817,0.03770222100356457,0.0,,0.0
0.16296296296296298,0.03427474636687688,8.494733265375468e-05,,0.0
0.1111111111111111,0.018051366419888495,0.0003397893306150187,,0.0
0.1259259259259259,0.014166895164975778,0.0012742099898063201,,0.0
0.14814814814814814,0.015309386710538343,0.0028032619775739042,,0.0011737089201877935
0.17777777777777778,0.022849830911251257,0.00399252463472647,,0.0011737089201877935
0.15925925925925924,0.018965359656338544,0.0006795786612300373,,0.002347417840375587
0.2296296296296296,0.014623891783200805,0.0,,0.0
0.10370370370370371,0.014852390092313315,0.0,,0.0
0.1962962962962963,0.013938396855863266,0.0,,0.0
0.2037037037037037,0.013709898546750754,0.0,,0.0
0.22592592592592592,0.014395393474088292,0.0005946313285762827,,0.002347417840375587
0.35185185185185186,0.018736861347226033,0.01036357458375807,,0.002347417840375587
0.2518518518518518,0.01965085458367608,0.026418620455317707,,0.007042253521126761
0.15185185185185185,0.02125034274746367,0.040519877675840976,,0.012910798122065728
0.1148148148148148,0.031075770039301707,0.0528372409106354,,0.02347417840375587
0.1259259259259259,0.028562288639064067,0.0674481821270812,,0.019953051643192492
0.26666666666666666,0.024677817384151354,0.08775059463132856,,0.015258215962441316
0.18148148148148147,0.02399232245681382,0.10881753312945973,,0.011737089201877934
0.1148148148148148,0.02673430216616397,0.07806659870880055,,0.011737089201877935
0.07777777777777778,0.025363312311488896,0.03967040434930343,,0.0011737089201877935
0.08148148148148149,0.0436431770404899,0.01452599388379205,,0.0
0.06296296296296296,0.03084727173018919,0.0014441046551138294,,0.0
0.05185185185185186,0.021478841056576183,0.0011043153244988109,,0.0
0.0925925925925926,0.022621332602138743,0.0003397893306150187,,0.0
0.1851851851851852,0.024449319075038844,0.0,,0.0
0.12962962962962965,0.017365871492550956,0.0,,0.011737089201877934
0.02962962962962963,0.015766383328763366,0.0,,0.022300469483568078
0.040740740740740744,0.015537885019650853,0.0,,0.01643192488262911
0.04814814814814815,0.015537885019650853,0.0,,0.007042253521126761
0.007407407407407408,0.014166895164975778,0.0,,0.004694835680751174
0.003703703703703704,0.015309386710538343,8.494733265375468e-05,,0.007042253521126761
0.003703703703703704,0.014395393474088292,0.0,,0.01056338028169014
0.007407407407407408,0.013709898546750754,0.0,,0.01643192488262911
