南部,北部,中部,東部,離島
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.09647707450784948,0.07688032604668396,0.06295111436101336,0.07971409443443142,0.033717679944095046
0.24274026081900493,0.2340990490305051,0.21982237253020126,0.2312813166746031,0.10761705101327741
0.30004256998089546,0.4330616277633692,0.43230352055817073,0.3661730452695331,0.20999301187980435
0.4277483594982973,0.5613190070396443,0.5374678183507762,0.48260808892453677,0.28651292802236195
0.5332668826314478,0.6128195628010376,0.6687293390003505,0.6009981108158992,0.2690426275331935
0.48019353766924155,0.6726565394590589,0.7125573176119313,0.5963754276405864,0.36285814116002796
0.5925575213888197,0.6842040261825367,0.5798958000091403,0.58622666069898,0.36023759608665273
0.6419594650718498,0.6218969988884772,0.6650655820117912,0.6535125235418204,0.30695317959468904
0.5418919760777473,0.4402247746078795,0.4936322227807992,0.5177620994292733,0.30695317959468904
0.299596104327602,0.3898357416327035,0.4230550096735372,0.36132555700056956,0.1783717679944095
0.23724042694575959,0.3511794491787082,0.25120728790579344,0.2442238574257765,0.10517120894479384
0.023891103912285074,0.13375324194145977,0.09733711134469783,0.060614107628491454,0.02113906359189378
0.0011088960877149265,0.01642583672965296,0.0008287250735036486,0.0009688105806092875,0.00296995108315863
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.04179645319378686,0.009324441151043597,0.05561141325046083,0.048703933222123845,0.0220125786163522
0.14592677963285988,0.02809682598493269,0.1645994241579453,0.1552631018954026,0.09765897973445142
0.27359311404601716,0.047424972211930344,0.2971451639931143,0.28536913901956573,0.1310272536687631
0.23381925409087131,0.05298258614301593,0.4134622122693966,0.323640733180134,0.1353948287910552
0.30000726804551875,0.12912189699888849,0.502032204500099,0.40101973627280885,0.1654437456324249
0.5413531024171443,0.10349512164999383,0.4523498316652194,0.4968514670411819,0.166491963661775
0.4013539330509179,0.1693219711004076,0.23515683317337724,0.31825538311214757,0.22536687631027252
0.44117243957139296,0.3657527479313326,0.4003473333028655,0.42075988643712925,0.14255765199161424
0.3772645153251931,0.3921822897369396,0.46739027771430314,0.42232739651974815,0.13067784765897975
0.18765159066367637,0.47616401136223296,0.42737230169248813,0.30751194617808225,0.0695317959468903
0.13992856549547303,0.3948993454365814,0.16422009962981582,0.1520743325626444,0.039133473095737246
0.05769270703546807,0.1283191305421761,0.07045229498956476,0.06407250101251641,0.03057302585604472
0.017606321123016862,0.017352105718167223,0.0077205490303611955,0.012663435076689029,0.005765199161425576
0.0,0.0007410151908114116,0.00012796490105571043,6.398245052785521e-05,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
