,南部 (kgCO2e/kWh),北部 (kgCO2e/kWh),中部 (kgCO2e/kWh),東部 (kgCO2e/kWh),全台 (kgCO2e/kWh)
2021-01-01 00:00:00,0.39891670566833604,0.42888508589930074,0.581827066829696,0.4409527502554551,0.47321982542092944
2021-01-01 01:00:00,0.40948685640186305,0.43123381126338806,0.6009190409485727,0.4557158834964583,0.48443440474995086
2021-01-01 02:00:00,0.41471856216602415,0.4340191394088574,0.6067477952157388,0.4623239711389019,0.4906833625380649
2021-01-01 03:00:00,0.4127626563150268,0.43113351275447226,0.6071382014111801,0.47391206732166313,0.4941147392885078
2021-01-01 04:00:00,0.410124211905244,0.429686026117656,0.6044667076224409,0.4749247423758572,0.49556476700995933
2021-01-01 05:00:00,0.41400356960961016,0.43275777736111093,0.6001717987135671,0.475659039586863,0.49656992228360397
2021-01-01 06:00:00,0.4208521863167847,0.43833466470082794,0.5972267225017922,0.48129408033080506,0.4981408957299101
2021-01-01 07:00:00,0.417914406155515,0.4404770776796023,0.5929294097745573,0.48358027545218835,0.497122889714703
2021-01-01 08:00:00,0.3998033407374934,0.4397629144345719,0.5829897590627595,0.47521981888912446,0.4908162730368476
2021-01-01 09:00:00,0.39688937106456956,0.45270020140465467,0.5767232111567403,0.47775260786551615,0.4922878896213991
2021-01-01 10:00:00,0.3950796560384094,0.458958089683873,0.5695747757607578,0.4838011273648253,0.4922937102986083
2021-01-01 11:00:00,0.39523809141049776,0.4625331064764539,0.5530629387489288,0.4753829100815337,0.4849302357160006
2021-01-01 12:00:00,0.396600712970661,0.46891833517692505,0.5486739603411275,0.4507068752535889,0.48513343218695526
2021-01-01 13:00:00,0.3963121370921221,0.4668820562753507,0.5515971436539859,0.4530626641798415,0.4844129521984175
2021-01-01 14:00:00,0.3960320248584756,0.46346254010185084,0.5592590539943959,0.45542484324957194,0.48394316507265295
2021-01-01 15:00:00,0.39639950731135765,0.462839584435226,0.5668320454270088,0.4579467204370297,0.48271718386568946
2021-01-01 16:00:00,0.40186062437002396,0.4430574004232758,0.5608955002745896,0.4465231730170158,0.47308279440339235
2021-01-01 17:00:00,0.4162798950261015,0.4355610325805248,0.5317851207417673,0.4175363986437666,0.4647126538178387
2021-01-01 18:00:00,0.4198912402951265,0.43676386644093523,0.518086690906561,0.4091399252000547,0.4603655295239062
2021-01-01 19:00:00,0.41837427657281595,0.4377690484555564,0.5254918207025001,0.4134355028098721,0.4629330430766641
2021-01-01 20:00:00,0.4181809491523362,0.43269486924727757,0.5111314710942062,0.4070233197046019,0.45643341403225535
2021-01-01 21:00:00,0.41932479500429753,0.436734969073339,0.5235020835822825,0.41807111626836463,0.4621672153514546
2021-01-01 22:00:00,0.4056100465014158,0.44380501178673093,0.5511889516036584,0.4318449260289129,0.4718663604517481
2021-01-01 23:00:00,0.3987475767313992,0.4444283203820358,0.5663012441907495,0.4344569475635638,0.4756050110910836
2021-01-02 00:00:00,0.39776703407263,0.4334638633182264,0.5409897600164032,0.4444210661936899,0.46509391870137706
2021-01-02 01:00:00,0.3972490365295693,0.42360303489729945,0.5684819027461063,0.45814511620657355,0.4722196559947602
2021-01-02 02:00:00,0.3974011583694973,0.4114530428595277,0.5814478008332566,0.4611734153144547,0.47292516754493624
2021-01-02 03:00:00,0.3976168070347176,0.40447705707377357,0.575287710256901,0.4517047030732487,0.46696058695021025
2021-01-02 04:00:00,0.3974497329775744,0.40703849449040175,0.5734593946220016,0.4499965361171149,0.4654589843939874
2021-01-02 05:00:00,0.39703313244364435,0.41534126621209694,0.5617821046787513,0.4461102683260643,0.4630608019062753
2021-01-02 06:00:00,0.40231079792285995,0.4174354717233956,0.5675417794929271,0.4537999480066441,0.467177551470468
2021-01-02 07:00:00,0.4059894762257963,0.42744123133471096,0.5766071769413742,0.46041482964254316,0.47484207326320976
2021-01-02 08:00:00,0.39655503707781825,0.4274311995431846,0.5504600227676859,0.4412914211332416,0.4615467665370415
2021-01-02 09:00:00,0.3963941806786611,0.4327628171170424,0.5400089342176466,0.42854724110945985,0.4607673781268212
2021-01-02 10:00:00,0.3965013102749919,0.44016676120719334,0.5302293696710632,0.42657746346711667,0.46060084279726166
2021-01-02 11:00:00,0.3968999410059716,0.4455184102779882,0.5262488413690722,0.42611458626244714,0.4603060275226649
2021-01-02 12:00:00,0.39591551523428764,0.45429990065773806,0.5210184852057471,0.43132913081553365,0.461618209832726
2021-01-02 13:00:00,0.3966581127997139,0.46201323791359417,0.5275019845182102,0.4396095385886972,0.46495766561116664
2021-01-02 14:00:00,0.3975753059622098,0.4595651495464658,0.5318589481549,0.43763681774226526,0.46411201901022087
2021-01-02 15:00:00,0.398419828154921,0.45675118065822234,0.5486393974889393,0.441951716641708,0.4700554836674661
2021-01-02 16:00:00,0.3965480083824721,0.4499542869642005,0.5505926287096539,0.43667900788372166,0.46892896933450773
2021-01-02 17:00:00,0.4030499728021879,0.4468036892597913,0.5428598251012974,0.4240752675893433,0.4659728986334759
2021-01-02 18:00:00,0.4121356191197533,0.4430576475495936,0.5286042047664299,0.41804510598535966,0.4627607733773463
2021-01-02 19:00:00,0.4024158903661794,0.44184661824543736,0.5224681507523294,0.4143594179268697,0.45795027657531195
2021-01-02 20:00:00,0.4016824571687197,0.4422931070988441,0.5173236167220565,0.4117586688929953,0.4558612189014872
2021-01-02 21:00:00,0.4039996962035908,0.44674599699121353,0.529526995008371,0.41905714902990654,0.46260469115795183
2021-01-02 22:00:00,0.4110005802076834,0.45107626010058105,0.5682844238937095,0.44290191255524747,0.4796820192040087
2021-01-02 23:00:00,0.4113025483982091,0.44656276044390447,0.5842357719833831,0.4473342719416664,0.48473845591820436
2021-01-03 00:00:00,0.400333447803115,0.43645271210289105,0.5841823530471935,0.4449593311826892,0.48268396008315895
2021-01-03 01:00:00,0.39950252330171804,0.42391397506839035,0.5827567682650542,0.43986448015434054,0.4823286979296055
2021-01-03 02:00:00,0.39904350063702204,0.41748734795342085,0.5821986594414655,0.4483626079101337,0.48387937547154863
2021-01-03 03:00:00,0.39872081062458314,0.42335669144661714,0.5829762077867673,0.4604121563980692,0.4842256977199505
2021-01-03 04:00:00,0.3990948292593515,0.42488666025286714,0.5848482801404215,0.4606667307603453,0.48394989990415144
2021-01-03 05:00:00,0.39951989559437157,0.42503045937272,0.5858283604964221,0.4631577396750399,0.48337032421449294
2021-01-03 06:00:00,0.3997331490413306,0.429948089337464,0.5848469099955432,0.46984943254460637,0.4820351289884543
2021-01-03 07:00:00,0.39874463994407,0.4275374112764596,0.5937720120267862,0.47736223124643157,0.48564178187476387
2021-01-03 08:00:00,0.40493354838134216,0.4283350331913994,0.5840995989166576,0.47464286619156004,0.4864280613356776
2021-01-03 09:00:00,0.3978254191214347,0.436765212767957,0.552370976883963,0.4591079055114897,0.4739444006605094
2021-01-03 10:00:00,0.39716720285195223,0.4360697242252276,0.543195880432634,0.45706788552304733,0.4686333891645273
2021-01-03 11:00:00,0.39784728394255375,0.4414519195929531,0.5260331839735128,0.4459786845270509,0.4626787677377515
2021-01-03 12:00:00,0.39737747030420734,0.4523196145764605,0.5449171605859925,0.45687864775887554,0.4723869552967895
2021-01-03 13:00:00,0.3985348461722285,0.44598490388126716,0.5353678824067906,0.4323841288773617,0.4653961033722574
2021-01-03 14:00:00,0.39959797365327954,0.44351135753247783,0.5426315305090015,0.4320687229644605,0.469169666685688
2021-01-03 15:00:00,0.4076068079398718,0.4517548230259272,0.5743655846013299,0.4541868595271362,0.48508455785668003
2021-01-03 16:00:00,0.41901207925449013,0.44580982491854515,0.5919045410006888,0.4635701164760869,0.4899342891341982
2021-01-03 17:00:00,0.42621944434811226,0.44740648628426205,0.5935349164357222,0.46182669600518644,0.4932182148334813
2021-01-03 18:00:00,0.42812254811713746,0.4421623223178689,0.5739223562644087,0.43616077689156285,0.4853561925293341
2021-01-03 19:00:00,0.4262711395736248,0.44191379793248675,0.5786057191521736,0.4371945052858133,0.4847044486942517
2021-01-03 20:00:00,0.42168262293067466,0.4429720582817538,0.5744955085923957,0.4374020671622881,0.48234161519428204
2021-01-03 21:00:00,0.416900746193287,0.44524820184339325,0.569275279025798,0.4327993526241145,0.47939015871443125
2021-01-03 22:00:00,0.4133593013886019,0.45086151873424934,0.5681140544563241,0.4450126938615358,0.4802468095585893
2021-01-03 23:00:00,0.40106998293203155,0.4552094406671058,0.5686185390969565,0.45267095519731504,0.4786023275211817
2021-01-04 00:00:00,0.3991213213241144,0.44381632652965947,0.566143542896881,0.44503376092832286,0.4741122406701778
2021-01-04 01:00:00,0.39907221721516295,0.4299391211483827,0.6055411913600051,0.46829508079188215,0.48501104674350304
2021-01-04 02:00:00,0.39923187902828333,0.4252258508978055,0.6076232562389304,0.4738564850738457,0.48756792006871275
2021-01-04 03:00:00,0.39825710795765634,0.4222118111271793,0.6031150195689604,0.46956902366973113,0.485859998609505
2021-01-04 04:00:00,0.39773898914957284,0.42047626495656315,0.6038976725875529,0.4689444629244113,0.4861477001457598
2021-01-04 05:00:00,0.39821694978838557,0.4256679935932774,0.6043560921722163,0.4728977221470714,0.48599181988715534
2021-01-04 06:00:00,0.3991781582479315,0.44798450003563484,0.6159146017689234,0.4873904780086509,0.4932666694265161
2021-01-04 07:00:00,0.3977825895516818,0.45680699886203846,0.6150459640103291,0.4861056451262711,0.49581951321800405
2021-01-04 08:00:00,0.39804045486078005,0.46194385531471793,0.5911508636918936,0.4707586540948845,0.4856039585094469
2021-01-04 09:00:00,0.39898664439149384,0.46136406696638277,0.5496187452463477,0.45787620824423364,0.47770147859417944
2021-01-04 10:00:00,0.3983616435640254,0.450613118114425,0.5348897106527493,0.4476108283628982,0.46755924810758603
2021-01-04 11:00:00,0.3981399331794872,0.45204824731552584,0.5370978644396535,0.45096016072470896,0.46783533701911184
2021-01-04 12:00:00,0.39844236753799306,0.4587643667314964,0.5551365370545112,0.45149872499864735,0.47856235587332346
2021-01-04 13:00:00,0.3985796213252659,0.45719818438358545,0.5755523431096466,0.45617749770164445,0.48267932795630986
2021-01-04 14:00:00,0.40000019888841265,0.449199450335441,0.5647405072455076,0.4480147052366211,0.4777984803289807
2021-01-04 15:00:00,0.4120969618921315,0.44859475565478885,0.5851094734770987,0.4655187322896916,0.4916379540029264
2021-01-04 16:00:00,0.4301374347236379,0.452075326635979,0.5811732695337558,0.46564257097811584,0.4945506453556041
2021-01-04 17:00:00,0.4437530481056989,0.4602856423202752,0.567458269826601,0.46162304392631176,0.49365131491694386
2021-01-04 18:00:00,0.445022207691579,0.459665280359271,0.553800894506857,0.4512951558449321,0.4889251479525609
2021-01-04 19:00:00,0.43393800540253546,0.44947319378205997,0.5531545644188727,0.4345836229762653,0.4832639183406585
2021-01-04 20:00:00,0.4234193050184554,0.4484737027111558,0.5552514198284326,0.43488815730814745,0.48218109516465574
2021-01-04 21:00:00,0.41757670962731147,0.44652304810896287,0.5780846073756913,0.44659328021448935,0.4875618704389932
2021-01-04 22:00:00,0.41082395265502325,0.45192837665055696,0.5699943537328329,0.45473362268738854,0.4830280142799597
2021-01-04 23:00:00,0.40253935895878606,0.45079668454454963,0.5755353174282982,0.4499036394188943,0.4822928013839626
2021-01-05 00:00:00,0.40375424236960955,0.4440158671524433,0.5860194744139008,0.4515257330606155,0.4863717979705589
2021-01-05 01:00:00,0.404078137549523,0.43865336380165376,0.5946692597167493,0.4489084505850914,0.4887636750964459
2021-01-05 02:00:00,0.40330874387797094,0.423391883196196,0.6009471979886271,0.44582949975843666,0.48898203715640925
2021-01-05 03:00:00,0.40362511385137806,0.41851738755807505,0.5899392057872039,0.44527505726838695,0.4830264379858159
2021-01-05 04:00:00,0.4012990999312667,0.41627970286032917,0.5959655437599451,0.46897805602678566,0.48581263026779237
2021-01-05 05:00:00,0.40267610098923917,0.41904824496080056,0.6131134669144986,0.48309295091500726,0.4950716589046985
2021-01-05 06:00:00,0.4131436288835204,0.4247460787461761,0.6227285058235447,0.49570298826493975,0.5014112890119923
2021-01-05 07:00:00,0.41164301748542476,0.4212633211715989,0.6184367866214676,0.4930328667472517,0.4988814462797078
2021-01-05 08:00:00,0.4152760103362615,0.4368613156329343,0.5893156459040394,0.47669624740934596,0.4891836856163774
2021-01-05 09:00:00,0.4224631572569625,0.4622143265430653,0.5902098912276418,0.48980033499281195,0.5011225426823147
2021-01-05 10:00:00,0.4222168501778893,0.46919114419836644,0.5948007513055011,0.4920533669680988,0.5030490957537749
2021-01-05 11:00:00,0.41964079408708055,0.472884514141989,0.5968169636367879,0.4771009535980526,0.5039415918520381
2021-01-05 12:00:00,0.4175010244150957,0.46982720305163816,0.6044720781403459,0.4903450574462151,0.5087478788994912
2021-01-05 13:00:00,0.4164679684698518,0.46544188028127786,0.5868551052462576,0.4834085653526213,0.4974744014139573
2021-01-05 14:00:00,0.4176359199058551,0.46448230201678053,0.590358511566695,0.4869262468472114,0.4986764728312821
2021-01-05 15:00:00,0.4328661326259406,0.47193020224977333,0.5948250799011621,0.48946473798764306,0.5053432259966706
2021-01-05 16:00:00,0.43797650522189885,0.4817196549184193,0.5976760451137021,0.49124120203296046,0.5082035070289197
2021-01-05 17:00:00,0.4373711888150902,0.48488654011616134,0.5802660927114591,0.47172797204818406,0.5022863298676643
2021-01-05 18:00:00,0.43222658110105866,0.48089013922914126,0.5655104787609134,0.44903890348380576,0.49436900881450835
2021-01-05 19:00:00,0.4262561655462034,0.47816245885728587,0.5755883602080498,0.4542471963492198,0.4956204641170866
2021-01-05 20:00:00,0.42256595262507757,0.4722506332199983,0.5799937612997045,0.45857304445871744,0.49572962134998977
2021-01-05 21:00:00,0.41690734845188265,0.4569193786070885,0.5859211228556805,0.4541685712527449,0.49039931997609376
2021-01-05 22:00:00,0.41038832382882084,0.4569930511426523,0.5894431020891501,0.4642347379003537,0.48695607498672894
